,name,company,year,Price,kms_driven,fuel_type
8592,Jeep Compass Longitude,Jeep,2002,35000,50627,Petrol
8593,Volkswagen Polo Highline,Volkswagen,2021,113000,159850,Petrol
8594,Mahindra XUV500 W8,Mahindra,2017,77000,109117,Petrol
8595,Jeep Compass Longitude,Jeep,2011,59000,171281,Petrol
8596,Mercedes GLA 200d,Mercedes,2021,3152000,26227,Diesel
8597,Honda City 1.5,Honda,2018,103000,71354,Diesel
8598,Chevrolet Beat LT,Chevrolet,2020,78000,68879,Petrol
8599,Skoda Octavia Elegance,Skoda,2013,51000,166253,Petrol
8600,Ford EcoSport Titanium,Ford,2016,66000,95409,Petrol
8601,Volvo XC60 D5,Volvo,2007,645000,36588,Diesel
8602,Land Rover Discovery,Land,2003,536000,33853,Petrol
8603,Land Rover Freelander,Land,2023,3950000,41127,Petrol
8604,Volkswagen Ameo Highline,Volkswagen,2023,145000,149548,Diesel
8605,Renault Duster 110,Renault,2016,55000,151244,Diesel
8606,BMW 5 Series,BMW,2016,1616000,39031,Petrol
8607,Mercedes GLA 200d,Mercedes,2008,559000,147827,Petrol
8608,Mahindra KUV100 K8,Mahindra,2008,33000,142568,Diesel
8609,Mercedes GLA 200d,Mercedes,2011,1186000,3513,Petrol
8610,Honda Amaze S,Honda,2021,170000,29293,Diesel
8611,Chevrolet Sail UVA,Chevrolet,2019,77000,78940,Petrol
8612,Toyota Etios VXD,Toyota,2019,151000,58799,Diesel
8613,Honda Amaze S,Honda,2020,149000,61468,Diesel
8614,Mercedes E-Class E220d,Mercedes,2018,1256000,166493,Diesel
8615,Fiat Punto Active,Fiat,2013,35000,141365,Diesel
8616,Maruti Suzuki Eeco,Maruti,2010,47000,60094,Diesel
8617,Nissan Terrano XL,Nissan,2008,39000,21172,Diesel
8618,Mahindra Jeep CL550,Mahindra,2019,91000,176612,Diesel
8619,Mini Cooper S,Mini,2010,452000,117240,Diesel
8620,Chevrolet Beat LT,Chevrolet,2018,52000,140458,Diesel
8621,Chevrolet Spark LT,Chevrolet,2017,54000,154881,Diesel
8622,Mahindra KUV100 K8,Mahindra,2015,55000,135095,Petrol
8623,Mahindra Scorpio SLE,Mahindra,2020,100000,144065,Petrol
8624,Skoda Octavia Elegance,Skoda,2017,93000,50992,Petrol
8625,Jeep Compass Limited,Jeep,2011,68000,83474,Diesel
8626,Jaguar XF Portfolio,Jaguar,2002,331000,104125,Petrol
8627,Chevrolet Sail UVA,Chevrolet,2019,53000,133142,Petrol
8628,BMW 5 Series,BMW,2009,875000,43781,Diesel
8629,Mahindra Thar CRDe,Mahindra,2015,72000,95488,Diesel
8630,Mahindra Thar CRDe,Mahindra,2014,87000,42529,Diesel
8631,Mitsubishi Pajero Sport,Mitsubishi,2019,154000,14999,Diesel
8632,Mitsubishi Pajero Sport,Mitsubishi,2002,32000,11919,Diesel
8633,Ford Figo Aspire,Ford,2010,33000,107332,Petrol
8634,Mini Cooper D,Mini,2020,1643000,52783,Petrol
8635,Land Rover Freelander,Land,2018,1541000,136602,Petrol
8636,Mini Cooper S,Mini,2010,493000,152522,Petrol
8637,Skoda Octavia Elegance,Skoda,2012,44000,151609,Petrol
8638,Mini Cooper S,Mini,2002,247000,103335,Diesel
8639,Fiat Punto Active,Fiat,2002,25000,10389,Petrol
8640,BMW 5 Series,BMW,2015,1634000,23702,Diesel
8641,Jeep Compass Limited,Jeep,2010,62000,80955,Petrol
8642,Mercedes GLA 200d,Mercedes,2017,1119000,108624,Diesel
8643,Volvo XC60 D5,Volvo,2007,483000,93022,Petrol
8644,Mitsubishi Pajero Sport,Mitsubishi,2013,75000,52876,Diesel
8645,Mitsubishi Pajero Sport,Mitsubishi,2017,150000,19244,Diesel
8646,Ford Figo Aspire,Ford,2007,32000,75762,Petrol
8647,Tata Bolt XT,Tata,2002,25000,28779,Petrol
8648,Jaguar XE Prestige,Jaguar,2005,460000,115057,Diesel
8649,Skoda Rapid Elegance,Skoda,2002,25000,141455,Petrol
8650,Fiat Punto Active,Fiat,2005,25000,34710,Petrol
8651,Jaguar XE Prestige,Jaguar,2010,674000,157005,Diesel
8652,Mercedes E-Class E220d,Mercedes,2004,373000,167459,Petrol
8653,Renault Lodgy 110PS,Renault,2013,60000,27517,Diesel
8654,BMW X1 sDrive20d,BMW,2014,933000,138578,Petrol
8655,Land Rover Discovery,Land,2023,3352000,50608,Petrol
8656,Toyota Glanza G,Toyota,2011,45000,163780,Diesel
8657,Nissan Terrano XL,Nissan,2023,163000,4502,Petrol
8658,Jaguar XE Prestige,Jaguar,2010,632000,177505,Diesel
8659,Chevrolet Sail UVA,Chevrolet,2009,42000,2079,Petrol
8660,Volkswagen Jetta Comfortline,Volkswagen,2003,26000,88373,Diesel
8661,Jaguar XE Prestige,Jaguar,2010,859000,82163,Petrol
8662,Honda City 1.5,Honda,2022,150000,53795,Diesel
8663,Renault Lodgy 110PS,Renault,2002,25000,75606,Petrol
8664,Ford Freestyle Titanium,Ford,2002,28000,8984,Diesel
8665,Mercedes E-Class E220d,Mercedes,2006,760000,21297,Petrol
8666,Fiat Linea Active,Fiat,2012,37000,78633,Petrol
8667,Land Rover Discovery,Land,2018,1466000,100702,Petrol
8668,Datsun redi-GO T,Datsun,2008,25000,157532,Petrol
8669,Mini Cooper D,Mini,2020,2516000,8738,Diesel
8670,Volkswagen Jetta Comfortline,Volkswagen,2006,38000,63103,Diesel
8671,Tata Bolt XT,Tata,2022,81000,151037,Diesel
8672,Mini Cooper S,Mini,2003,318000,79835,Diesel
8673,Jeep Compass Longitude,Jeep,2002,25000,117189,Diesel
8674,Toyota Corolla Altis,Toyota,2012,71000,56009,Petrol
8675,Tata Bolt XT,Tata,2009,43000,40990,Diesel
8676,Honda Jazz V,Honda,2003,25000,111675,Petrol
8677,Renault Kwid RXT,Renault,2009,46000,844,Petrol
8678,Volkswagen Jetta Comfortline,Volkswagen,2017,75000,95381,Petrol
8679,Volvo XC60 D5,Volvo,2011,1057000,22405,Diesel
8680,Volkswagen Vento Highline,Volkswagen,2008,59000,9498,Diesel
8681,Hyundai Tucson 2WD,Hyundai,2020,108000,63384,Diesel
8682,BMW X1 sDrive20d,BMW,2002,536000,14476,Diesel
8683,Skoda Octavia Elegance,Skoda,2018,84000,102937,Diesel
8684,Honda Amaze S,Honda,2013,74000,48612,Diesel
8685,Audi Q3 35,Audi,2013,739000,114060,Diesel
8686,Toyota Fortuner 3.0,Toyota,2017,86000,89563,Petrol
8687,Nissan Micra XV,Nissan,2015,51000,115764,Diesel
8688,Toyota Etios VXD,Toyota,2004,25000,111345,Diesel
8689,Nissan Micra XV,Nissan,2008,27000,133584,Petrol
8690,Audi A4 35,Audi,2011,947000,47712,Petrol
8691,Jaguar XF Portfolio,Jaguar,2016,1258000,130841,Diesel
8692,Volkswagen Polo Highline,Volkswagen,2011,41000,154657,Petrol
8693,Tata Nexon XZ,Tata,2006,29000,60141,Petrol
8694,Nissan Micra XV,Nissan,2008,25000,122510,Petrol
8695,Audi A8,Audi,2008,785000,16456,Diesel
8696,Jeep Compass Longitude,Jeep,2016,90000,113111,Diesel
8697,Datsun GO Plus,Datsun,2020,105000,17881,Diesel
8698,Mitsubishi Lancer 1.8,Mitsubishi,2009,38000,166657,Petrol
8699,Jeep Compass Limited,Jeep,2018,194000,27072,Diesel
8700,Mini Cooper D,Mini,2022,2274000,33361,Petrol
8701,Ford Endeavour 4x4,Ford,2002,25000,120682,Diesel
8702,Ford Fiesta Classic,Ford,2013,57000,92650,Diesel
8703,Skoda Octavia Elegance,Skoda,2022,116000,142970,Petrol
8704,Volvo XC60 D5,Volvo,2005,580000,22747,Diesel
8705,Mahindra TUV300 T8,Mahindra,2004,25000,131905,Diesel
8706,Maruti Suzuki Swift,Maruti,2007,25000,108796,Petrol
8707,Datsun GO T,Datsun,2022,81000,68471,Petrol
8708,Volkswagen Vento Highline,Volkswagen,2012,78000,39991,Diesel
8709,Mahindra Bolero SLE,Mahindra,2016,119000,22005,Petrol
8710,Jaguar XE Prestige,Jaguar,2007,442000,130278,Petrol
8711,Mercedes C-Class C220d,Mercedes,2006,495000,89252,Diesel
8712,Ford Figo,Ford,2009,57000,9467,Petrol
8713,Mitsubishi Pajero Sport,Mitsubishi,2012,59000,107503,Diesel
8714,Mahindra TUV300 T8,Mahindra,2006,39000,20709,Petrol
8715,Datsun GO T,Datsun,2004,25000,18748,Diesel
8716,Maruti Suzuki Eeco,Maruti,2004,25000,148566,CNG
8717,Nissan Micra XV,Nissan,2023,140000,83844,Diesel
8718,Tata Indica V2,Tata,2019,116000,28045,Petrol
8719,Skoda Rapid Elegance,Skoda,2002,25000,151453,Diesel
8720,BMW 5 Series,BMW,2017,1988000,28822,Diesel
8721,Volkswagen Vento Highline,Volkswagen,2015,54000,143840,Petrol
8722,Chevrolet Spark LT,Chevrolet,2021,92000,73881,Petrol
8723,Maruti Suzuki Vitara,Maruti,2019,107000,65688,Diesel
8724,Chevrolet Sail UVA,Chevrolet,2003,25000,46443,Petrol
8725,Datsun GO Plus,Datsun,2002,25000,34081,Petrol
8726,BMW 5 Series,BMW,2006,464000,88114,Petrol
8727,Skoda Rapid Elegance,Skoda,2010,44000,92080,Petrol
8728,Datsun redi-GO T,Datsun,2017,48000,77991,Petrol
8729,Fiat Punto Active,Fiat,2002,25000,109121,Petrol
8730,Mercedes C-Class C220d,Mercedes,2002,276000,179116,Diesel
8731,Nissan Sunny XL,Nissan,2007,36000,60149,Diesel
8732,Land Rover Discovery,Land,2020,1967000,119705,Petrol
8733,BMW X1 sDrive20d,BMW,2021,1510000,133713,Petrol
8734,Renault Triber RXZ,Renault,2002,25000,48398,Petrol
8735,Mini Cooper D,Mini,2022,1367000,151911,Petrol
8736,Mercedes C-Class C220d,Mercedes,2009,532000,125092,Petrol
8737,Jaguar XF Portfolio,Jaguar,2012,1143000,36900,Petrol
8738,Jaguar XE Prestige,Jaguar,2003,555000,8894,Diesel
8739,Jaguar XF Portfolio,Jaguar,2006,731000,12482,Petrol
8740,Mercedes GLA 200d,Mercedes,2008,513000,145070,Diesel
8741,Tata Tiago Revotron,Tata,2003,25000,14342,Petrol
8742,BMW 3 Series,BMW,2019,1994000,52074,Diesel
8743,Mini Cooper S,Mini,2015,990000,88921,Diesel
8744,Volvo S60 D4,Volvo,2021,1582000,151357,Diesel
8745,Land Rover Freelander,Land,2009,624000,168730,Diesel
8746,Chevrolet Spark LT,Chevrolet,2007,25000,156461,Diesel
8747,Chevrolet Sail UVA,Chevrolet,2006,25000,142083,Petrol
8748,Jeep Compass Limited,Jeep,2005,35000,104318,Diesel
8749,Skoda Fabia Classic,Skoda,2018,124000,9193,Petrol
8750,Ford Figo Aspire,Ford,2018,113000,45250,Diesel
8751,Maruti Suzuki Celerio,Maruti,2023,126000,68035,Petrol
8752,Jaguar XF Portfolio,Jaguar,2003,371000,112461,Diesel
8753,Datsun redi-GO T,Datsun,2005,25000,47678,Diesel
8754,Mini Cooper D,Mini,2021,2429000,4703,Diesel
8755,Ford Figo,Ford,2018,110000,65182,Diesel
8756,Mitsubishi Pajero Sport,Mitsubishi,2009,47000,79261,Diesel
8757,Chevrolet Spark LT,Chevrolet,2006,25000,56109,Petrol
8758,Mercedes E-Class E220d,Mercedes,2003,380000,89790,Diesel
8759,Nissan Terrano XL,Nissan,2015,74000,22055,Petrol
8760,Jaguar XE Prestige,Jaguar,2009,712000,78358,Diesel
8761,Mitsubishi Lancer 1.8,Mitsubishi,2020,143000,53758,Petrol
8762,Volvo S60 D4,Volvo,2011,640000,168557,Petrol
8763,Chevrolet Spark LT,Chevrolet,2021,105000,12602,Petrol
8764,Land Rover Discovery,Land,2023,2429000,135020,Diesel
8765,Mahindra Scorpio SLE,Mahindra,2005,25000,105986,Petrol
8766,Jaguar XE Prestige,Jaguar,2014,1119000,158126,Diesel
8767,Jeep Compass Limited,Jeep,2023,288000,15009,Petrol
8768,Fiat Linea Active,Fiat,2010,51000,5593,Diesel
8769,Mahindra Bolero SLE,Mahindra,2021,104000,140139,Petrol
8770,Ford Figo Aspire,Ford,2011,51000,44317,Diesel
8771,Audi Q3 35,Audi,2002,309000,77862,Diesel
8772,Ford EcoSport Titanium,Ford,2009,38000,90713,Diesel
8773,Mahindra Scorpio SLE,Mahindra,2003,38000,7855,Diesel
8774,Toyota Corolla Altis,Toyota,2014,118000,9668,Petrol
8775,Fiat Linea Active,Fiat,2010,30000,175086,Diesel
8776,BMW 5 Series,BMW,2016,2036000,13937,Diesel
8777,Mitsubishi Lancer 1.8,Mitsubishi,2023,153000,117790,Petrol
8778,Jaguar XE Prestige,Jaguar,2014,1328000,71104,Petrol
8779,Renault Triber RXZ,Renault,2020,85000,131395,Diesel
8780,Mercedes E-Class E220d,Mercedes,2021,1731000,173856,Petrol
8781,Skoda Octavia Elegance,Skoda,2011,61000,19987,Petrol
8782,Mitsubishi Lancer 1.8,Mitsubishi,2003,25000,91894,Petrol
8783,Datsun GO T,Datsun,2016,58000,37638,Petrol
8784,Land Rover Freelander,Land,2014,1551000,23473,Petrol
8785,Jeep Compass Limited,Jeep,2003,30000,84070,Diesel
8786,Toyota Glanza G,Toyota,2018,128000,73549,Diesel
8787,Jeep Compass Limited,Jeep,2003,45000,13920,Diesel
8788,Datsun GO Plus,Datsun,2021,89000,73380,Petrol
8789,Mini Cooper D,Mini,2014,1184000,11671,Petrol
8790,Chevrolet Tavera Neo,Chevrolet,2016,41000,115303,Diesel
8791,Volvo XC60 D5,Volvo,2012,799000,56558,Petrol
8792,Mahindra XUV500 W8,Mahindra,2006,26000,99209,Petrol
8793,Land Rover Discovery,Land,2005,474000,165874,Diesel
8794,Skoda Fabia Classic,Skoda,2008,32000,103111,Petrol
8795,Jaguar XE Prestige,Jaguar,2016,1827000,20955,Diesel
8796,Fiat Punto Active,Fiat,2016,65000,74784,Diesel
8797,Hyundai Creta 1.6,Hyundai,2015,63000,88664,Diesel
8798,Datsun GO T,Datsun,2014,44000,55087,Diesel
8799,Jaguar XE Prestige,Jaguar,2008,586000,162370,Petrol
8800,Toyota Etios VXD,Toyota,2003,25000,74592,Petrol
8801,Volvo S60 D4,Volvo,2002,329000,79330,Diesel
8802,Tata Nexon XZ,Tata,2003,25000,24353,Petrol
8803,Audi Q7,Audi,2008,507000,129683,Diesel
8804,Maruti Suzuki Swift,Maruti,2007,25000,157478,Petrol
8805,Honda Civic 1.8,Honda,2006,42000,6406,Petrol
8806,Skoda Rapid Elegance,Skoda,2017,97000,70125,Petrol
8807,Hyundai Venue SX,Hyundai,2011,40000,157891,Petrol
8808,Renault Kwid RXT,Renault,2019,117000,35357,Petrol
8809,BMW X1 sDrive20d,BMW,2011,646000,163470,Petrol
8810,BMW X1 sDrive20d,BMW,2009,884000,23051,Petrol
8811,Land Rover Freelander,Land,2009,675000,147446,Petrol
8812,Audi A6 2.0,Audi,2014,1507000,18491,Diesel
8813,Mercedes GLA 200d,Mercedes,2015,1868000,20165,Diesel
8814,BMW 3 Series,BMW,2023,2398000,83871,Petrol
8815,Maruti Suzuki Ertiga,Maruti,2021,96000,158008,Diesel
8816,Mitsubishi Pajero Sport,Mitsubishi,2007,44000,61954,Petrol
8817,Jeep Compass Limited,Jeep,2023,181000,137102,Petrol
8818,Mahindra Jeep CL550,Mahindra,2023,141000,146780,Petrol
8819,Maruti Suzuki Vitara,Maruti,2007,34000,60307,Petrol
8820,Jaguar XF Portfolio,Jaguar,2011,779000,115394,Petrol
8821,Skoda Rapid Elegance,Skoda,2005,39000,1642,Petrol
8822,Volkswagen Vento Highline,Volkswagen,2012,59000,65152,Diesel
8823,Skoda Fabia Classic,Skoda,2017,75000,131478,Diesel
8824,Mercedes C-Class C220d,Mercedes,2006,588000,56498,Petrol
8825,Mahindra Jeep CL550,Mahindra,2021,190000,17336,Diesel
8826,Mahindra Jeep CL550,Mahindra,2011,47000,168195,Diesel
8827,Mitsubishi Pajero Sport,Mitsubishi,2009,40000,81434,Petrol
8828,Honda Jazz V,Honda,2006,28000,91377,Petrol
8829,Tata Indica V2,Tata,2003,25000,98808,Petrol
8830,Skoda Fabia Classic,Skoda,2019,96000,122926,Diesel
8831,Fiat Linea Active,Fiat,2004,25000,123053,Diesel
8832,Toyota Glanza G,Toyota,2015,102000,32956,Petrol
8833,Mercedes E-Class E220d,Mercedes,2019,1270000,164829,Petrol
8834,Skoda Fabia Classic,Skoda,2003,32000,7717,Petrol
8835,Toyota Etios VXD,Toyota,2003,25000,101524,Diesel
8836,Fiat Punto Active,Fiat,2012,57000,31260,Diesel
8837,Jeep Compass Longitude,Jeep,2003,38000,81363,Diesel
8838,Volkswagen Jetta Comfortline,Volkswagen,2020,190000,6406,Diesel
8839,Jeep Compass Limited,Jeep,2019,121000,142452,Diesel
8840,Renault Kwid RXT,Renault,2007,25000,136994,Diesel
8841,Jaguar XE Prestige,Jaguar,2012,867000,144803,Petrol
8842,Renault Kwid RXT,Renault,2012,33000,142368,Petrol
8843,Maruti Suzuki Ertiga,Maruti,2007,26000,122900,Diesel
8844,Nissan Sunny XL,Nissan,2003,25000,133285,Petrol
8845,Hyundai Creta 1.6,Hyundai,2005,25000,99856,Petrol
8846,Volkswagen Vento Highline,Volkswagen,2011,42000,153428,Petrol
8847,Jeep Compass Longitude,Jeep,2011,68000,90792,Diesel
8848,BMW X1 sDrive20d,BMW,2011,981000,61080,Petrol
8849,Maruti Suzuki Baleno,Maruti,2003,25000,174786,Diesel
8850,BMW 3 Series,BMW,2021,2918000,39945,Diesel
8851,Hyundai Tucson 2WD,Hyundai,2021,134000,72449,Petrol
8852,Volkswagen Vento Highline,Volkswagen,2016,87000,51435,Petrol
8853,Volvo S60 D4,Volvo,2018,1237000,99984,Diesel
8854,Tata Bolt XT,Tata,2011,30000,130105,Petrol
8855,Tata Nano Lx,Tata,2010,28000,103962,Diesel
8856,Nissan Terrano XL,Nissan,2005,25000,66949,Diesel
8857,Ford Fiesta Classic,Ford,2010,62000,10751,Diesel
8858,Renault Triber RXZ,Renault,2002,28000,1552,Diesel
8859,Jaguar XF Portfolio,Jaguar,2022,3689000,15804,Petrol
8860,Renault Duster 110,Renault,2016,80000,63432,Diesel
8861,BMW 3 Series,BMW,2007,727000,25090,Diesel
8862,Renault Lodgy 110PS,Renault,2012,51000,53064,Petrol
8863,Mini Cooper S,Mini,2003,410000,35417,Diesel
8864,Land Rover Discovery,Land,2019,2563000,22023,Petrol
8865,Toyota Etios VXD,Toyota,2019,91000,124080,Diesel
8866,Mitsubishi Lancer 1.8,Mitsubishi,2013,63000,169200,Diesel
8867,Volkswagen Vento Highline,Volkswagen,2009,40000,90909,Petrol
8868,Hyundai Elite i20,Hyundai,2015,59000,81572,Petrol
8869,Honda Civic 1.8,Honda,2018,95000,77944,Petrol
8870,Land Rover Discovery,Land,2011,822000,128866,Diesel
8871,Mercedes GLA 200d,Mercedes,2021,1807000,109171,Petrol
8872,Honda City 1.5,Honda,2013,59000,96752,Petrol
8873,Mini Cooper D,Mini,2002,342000,65900,Diesel
8874,Renault Duster 110,Renault,2011,49000,57540,Diesel
8875,Nissan Terrano XL,Nissan,2019,72000,134190,Petrol
8876,Skoda Rapid Elegance,Skoda,2009,52000,62764,Diesel
8877,Fiat Punto Active,Fiat,2023,162000,2045,Petrol
8878,Mini Cooper D,Mini,2002,228000,128963,Diesel
8879,Fiat Linea Active,Fiat,2007,38000,18936,Diesel
8880,Skoda Octavia Elegance,Skoda,2011,53000,61514,Petrol
8881,Volkswagen Jetta Comfortline,Volkswagen,2012,54000,93038,Petrol
8882,Renault Kwid RXT,Renault,2018,69000,166616,Petrol
8883,Audi A4 35,Audi,2020,1698000,85844,Petrol
8884,Honda WR-V i-VTEC,Honda,2005,28000,80728,Diesel
8885,Honda Civic 1.8,Honda,2011,39000,114078,Diesel
8886,Land Rover Discovery,Land,2007,987000,13881,Petrol
8887,Jeep Compass Longitude,Jeep,2006,52000,33343,Diesel
8888,Renault Kwid RXT,Renault,2017,66000,76777,Petrol
8889,Fiat Linea Active,Fiat,2021,109000,47431,Diesel
8890,Toyota Etios VXD,Toyota,2009,61000,31737,Petrol
8891,Mini Cooper D,Mini,2019,2191000,6356,Diesel
8892,Volkswagen Vento Highline,Volkswagen,2023,124000,135419,Petrol
8893,Volkswagen Polo Highline,Volkswagen,2020,103000,150363,Diesel
8894,Mahindra Scorpio SLE,Mahindra,2008,55000,37913,Diesel
8895,Mahindra Bolero SLE,Mahindra,2015,99000,24986,Diesel
8896,Tata Tigor XZ,Tata,2009,25000,123855,Petrol
8897,Chevrolet Sail UVA,Chevrolet,2014,55000,50165,Diesel
8898,Volkswagen Polo Highline,Volkswagen,2022,152000,92767,Diesel
8899,Fiat Punto Active,Fiat,2016,55000,66085,Petrol
8900,Tata Bolt XT,Tata,2015,43000,108648,Diesel
8901,Land Rover Freelander,Land,2022,2885000,67997,Petrol
8902,Toyota Fortuner 3.0,Toyota,2010,51000,83227,Diesel
8903,Mitsubishi Pajero Sport,Mitsubishi,2013,99000,4765,Diesel
8904,Renault Lodgy 110PS,Renault,2009,31000,109014,Diesel
8905,Renault Lodgy 110PS,Renault,2005,26000,47485,Petrol
8906,Mercedes C-Class C220d,Mercedes,2022,3404000,15302,Diesel
8907,Volkswagen Vento Highline,Volkswagen,2019,84000,103003,Petrol
8908,Toyota Fortuner 3.0,Toyota,2013,67000,83933,Diesel
8909,Skoda Octavia Elegance,Skoda,2008,34000,103859,Diesel
8910,Honda City 1.5,Honda,2014,91000,4321,Petrol
8911,Jeep Compass Limited,Jeep,2010,99000,1090,Petrol
8912,Tata Tiago Revotron,Tata,2021,87000,102637,Diesel
8913,Tata Tiago Revotron,Tata,2009,29000,162863,Diesel
8914,Ford Fiesta Classic,Ford,2012,53000,76398,Petrol
8915,BMW 5 Series,BMW,2004,364000,137878,Petrol
8916,Hyundai Grand i10,Hyundai,2008,28000,113118,Petrol
8917,Audi A6 2.0,Audi,2007,678000,37434,Petrol
8918,Mini Cooper D,Mini,2013,713000,154689,Diesel
8919,Mercedes E-Class E220d,Mercedes,2007,820000,6423,Diesel
8920,Audi A8,Audi,2020,1493000,119734,Petrol
8921,Datsun GO T,Datsun,2010,32000,64243,Diesel
8922,Datsun GO T,Datsun,2003,25000,10222,Diesel
8923,Toyota Etios VXD,Toyota,2008,35000,167753,Petrol
8924,Tata Tigor XZ,Tata,2022,94000,95779,Diesel
8925,Ford Endeavour 4x4,Ford,2016,62000,145359,Petrol
8926,Mini Cooper D,Mini,2016,1301000,57739,Diesel
8927,Hyundai Verna 1.6,Hyundai,2023,110000,167202,Diesel
8928,BMW X1 sDrive20d,BMW,2012,1311000,622,Petrol
8929,Jaguar XF Portfolio,Jaguar,2016,1188000,174629,Petrol
8930,Datsun GO Plus,Datsun,2005,25000,101802,Diesel
8931,Land Rover Freelander,Land,2019,1633000,116726,Petrol
8932,Datsun GO T,Datsun,2022,71000,112003,Diesel
8933,Volvo XC60 D5,Volvo,2014,1016000,60471,Diesel
8934,Fiat Linea Active,Fiat,2005,25000,51414,Petrol
8935,Ford EcoSport Titanium,Ford,2016,76000,83298,Petrol
8936,Maruti Suzuki Eeco,Maruti,2017,67000,156663,Petrol
8937,Mini Cooper D,Mini,2005,288000,135494,Petrol
8938,Fiat Punto Active,Fiat,2006,27000,44892,Petrol
8939,Datsun redi-GO T,Datsun,2004,25000,108426,Diesel
8940,Nissan Terrano XL,Nissan,2015,59000,104431,Diesel
8941,Nissan Sunny XL,Nissan,2003,25000,78404,Petrol
8942,Tata Bolt XT,Tata,2007,28000,51929,Diesel
8943,Ford Figo,Ford,2014,48000,157069,Petrol
8944,Mitsubishi Lancer 1.8,Mitsubishi,2016,69000,116597,Diesel
8945,Chevrolet Sail UVA,Chevrolet,2003,25000,178118,Diesel
8946,Chevrolet Sail UVA,Chevrolet,2016,68000,40562,Petrol
8947,Volkswagen Jetta Comfortline,Volkswagen,2012,71000,37239,Diesel
8948,Volkswagen Jetta Comfortline,Volkswagen,2005,25000,131439,Petrol
8949,Hyundai Venue SX,Hyundai,2009,43000,30115,Petrol
8950,Audi Q7,Audi,2017,1096000,123273,Diesel
8951,Hyundai Elite i20,Hyundai,2007,46000,3698,Petrol
8952,Land Rover Discovery,Land,2011,1188000,34372,Petrol
8953,Chevrolet Sail UVA,Chevrolet,2007,29000,37064,Petrol
8954,Volkswagen Ameo Highline,Volkswagen,2022,124000,105329,Petrol
8955,Maruti Suzuki Swift,Maruti,2013,56000,67687,Petrol
8956,Tata Bolt XT,Tata,2014,48000,87472,Diesel
8957,Chevrolet Beat LT,Chevrolet,2016,46000,102200,Diesel
8958,Renault Lodgy 110PS,Renault,2011,30000,157902,Diesel
8959,Toyota Fortuner 3.0,Toyota,2006,29000,134117,Diesel
8960,Honda City 1.5,Honda,2023,172000,50325,Petrol
8961,Maruti Suzuki Ertiga,Maruti,2005,26000,78585,Petrol
8962,Nissan Terrano XL,Nissan,2020,78000,163129,Diesel
8963,Mitsubishi Pajero Sport,Mitsubishi,2015,66000,156780,Petrol
8964,Mercedes C-Class C220d,Mercedes,2003,446000,67694,Diesel
8965,Jaguar XE Prestige,Jaguar,2009,594000,173004,Diesel
8966,Volvo S60 D4,Volvo,2014,812000,139698,Diesel
8967,Maruti Suzuki Baleno,Maruti,2021,148000,26445,Petrol
8968,Mercedes GLA 200d,Mercedes,2003,411000,88270,Petrol
8969,Mercedes E-Class E220d,Mercedes,2004,338000,133023,Diesel
8970,Toyota Glanza G,Toyota,2016,70000,168235,Petrol
8971,Audi A8,Audi,2008,688000,60923,Petrol
8972,Mahindra Bolero SLE,Mahindra,2023,207000,50877,Diesel
8973,Land Rover Discovery,Land,2023,2540000,169190,Diesel
8974,Maruti Suzuki Wagon,Maruti,2006,34000,53903,Petrol
8975,Land Rover Discovery,Land,2013,883000,143333,Diesel
8976,Tata Nano Lx,Tata,2010,29000,147375,Diesel
8977,Skoda Fabia Classic,Skoda,2004,37000,16773,Diesel
8978,Audi Q3 35,Audi,2017,1576000,57629,Petrol
8979,Mini Cooper D,Mini,2005,330000,87490,Diesel
8980,Mahindra Scorpio S10,Mahindra,2010,51000,59378,Diesel
8981,Mitsubishi Pajero Sport,Mitsubishi,2010,47000,124278,Diesel
8982,Hyundai Eon Era,Hyundai,2012,42000,166994,Petrol
8983,Chevrolet Tavera Neo,Chevrolet,2018,72000,71113,Petrol
8984,Tata Tiago Revotron,Tata,2003,25000,102600,Diesel
8985,Renault Kwid RXT,Renault,2014,68000,50937,Petrol
8986,Ford Freestyle Titanium,Ford,2012,62000,14468,Petrol
8987,Hyundai Tucson 2WD,Hyundai,2006,37000,38002,Petrol
8988,Audi A4 35,Audi,2010,623000,175113,Diesel
8989,Mini Cooper D,Mini,2002,230000,130184,Petrol
8990,BMW 3 Series,BMW,2018,1317000,120023,Petrol
8991,Honda Civic 1.8,Honda,2013,85000,30727,Diesel
8992,Fiat Linea Active,Fiat,2012,33000,142384,Diesel
