name,company,year,Price,kms_driven,fuel_type
BMW 3 Series 320d,BMW,2018,"13,12,000","1,13,114 kms",Petrol
Tata Tiago Revotron XZ,Tata,2006,"30,000","42,318 kms",Diesel
Ford Fiesta Classic CLXi,Ford,2002,"25,000","17,020 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2002,"25,000","1,48,237 kms",Petrol
Mercedes E-Class E220d,Mercedes,2013,"9,15,000","1,45,365 kms",Diesel
Jaguar XE Prestige,Jaguar,2005,"5,57,000","79,801 kms",Petrol
Maruti Suzuki Swift Dzire Vdi,Maruti,2013,"36,000","1,18,092 kms",CNG
Volvo S60 D4,Volvo,2021,"16,34,000","85,272 kms",Petrol
Volvo S60 D4,Volvo,2010,"5,53,000","1,02,574 kms",Petrol
Volvo S60 D4,Volvo,2018,"18,68,000","50,668 kms",Diesel
Fiat Punto Active,Fiat,2014,"63,000","34,986 kms",Diesel
Mahindra KUV100 K8,Mahindra,2008,"38,000","1,02,035 kms",Diesel
Mahindra TUV300 T8,Mahindra,2016,"88,000","83,535 kms",Diesel
Jaguar XF Portfolio,Jaguar,2023,"35,90,000","47,264 kms",Diesel
Volkswagen Jetta Comfortline TDI,Volkswagen,2019,"89,000","1,42,756 kms",Petrol
Land Rover Freelander 2,Land,2010,"8,78,000","86,053 kms",Petrol
Mercedes C-Class C220d,Mercedes,2013,"14,21,000","10,106 kms",Diesel
Chevrolet Tavera Neo 3,Chevrolet,2007,"27,000","69,702 kms",Diesel
Fiat Linea Active,Fiat,2016,"52,000","1,35,522 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2020,"1,40,000","52,765 kms",Diesel
Land Rover Freelander 2,Land,2011,"10,22,000","44,203 kms",Petrol
Volvo XC60 D5,Volvo,2008,"4,43,000","1,44,831 kms",Petrol
Mahindra Bolero SLE,Mahindra,2002,"25,000","76,897 kms",Diesel
BMW X1 sDrive20d,BMW,2008,"6,33,000","93,872 kms",Diesel
BMW X1 sDrive20d,BMW,2007,"4,10,000","1,26,328 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2009,"51,000","80,265 kms",Diesel
Mini Cooper D,Mini,2009,"7,13,000","46,929 kms",Petrol
Hyundai Tucson 2WD AT GLS,Hyundai,2012,"53,000","77,672 kms",Diesel
Audi A6 2.0 TDI,Audi,2003,"2,92,000","1,23,898 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2014,Ask For Price,"1,16,994 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2005,"39,000","24,393 kms",Petrol
Datsun GO Plus T,Datsun,2007,"25,000","83,596 kms",Diesel
Hyundai Tucson 2WD AT GLS,Hyundai,2003,"25,000","37,453 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2013,"1,02,000","6,209 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2004,"28,000","90,377 kms",Diesel
Datsun GO Plus T,Datsun,2009,"39,000","10,916 kms",Diesel
Mercedes E-Class E220d,Mercedes,2015,"13,13,000","40,668 kms",Petrol
Chevrolet Spark LT,Chevrolet,2019,"75,000","55,704 kms",Petrol
Ford Fiesta Classic CLXi,Ford,2009,"33,000","1,68,414 kms",Diesel
Maruti Suzuki Eeco 5 Seater,Maruti,2016,"84,000","48,527 kms",Petrol
Volkswagen Vento Highline Diesel,Volkswagen,2006,"40,000","59,718 kms",Diesel
Nissan Sunny XL,Nissan,2017,"66,000","1,24,842 kms",Diesel
Fiat Linea Active,Fiat,2008,"30,000","48,920 kms",Diesel
Jeep Compass Limited,Jeep,2006,"39,000","1,09,825 kms",Petrol
Mercedes GLA 200d,Mercedes,2011,"7,07,000","1,14,712 kms",Diesel
Audi Q7,Audi,2013,"7,98,000","1,03,509 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2010,"67,000","36,156 kms",Diesel
Fiat Punto Active,Fiat,2022,"75,000","1,61,822 kms",Diesel
Toyota Yaris VX,Toyota,2018,"86,000","1,28,690 kms",Petrol
Audi A8,Audi,2018,"11,88,000","1,03,202 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2019,"89,000","1,25,521 kms",Diesel
BMW 3 Series 320d,BMW,2020,"16,56,000","1,16,956 kms",Petrol
Tata Indica V2 DLS,Tata,2018,"67,000","1,40,840 kms",Diesel
Toyota Fortuner 3.0 4x4 AT,Toyota,2017,"95,000","1,49,135 kms",Diesel
Jaguar XF Portfolio,Jaguar,2016,"12,90,000","1,75,111 kms",Diesel
Maruti Suzuki Celerio VXI,Maruti,2023,"1,95,000","8,071 kms",Diesel
Datsun GO T,Datsun,2006,"25,000","18,364 kms",Diesel
Chevrolet Beat LT,Chevrolet,2019,"65,000","1,06,187 kms",Diesel
Mahindra Scorpio S10,Mahindra,2004,"30,000","76,927 kms",Diesel
Jeep Compass Longitude,Jeep,2022,"1,72,000","1,61,516 kms",Diesel
BMW X1 sDrive20d,BMW,2018,"13,93,000","1,12,090 kms",Diesel
Volkswagen Jetta Comfortline TDI,Volkswagen,2015,"1,01,000","14,010 kms",Petrol
Nissan Terrano XL,Nissan,2009,"28,000","1,61,078 kms",Diesel
Land Rover Discovery Sport,Land,2013,"13,34,000","43,343 kms",Petrol
Honda Jazz V,Honda,2014,"57,000","98,156 kms",Diesel
Volvo XC60 D5,Volvo,2017,"11,95,000","1,47,224 kms",Diesel
Tata Tiago Revotron XZ,Tata,2005,"25,000","99,554 kms",Petrol
Toyota Etios VXD,Toyota,2016,"1,09,000","32,694 kms",Petrol
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2006,"40,000","21,664 kms",Diesel
Fiat Linea Active,Fiat,2016,"51,000","1,79,870 kms",Diesel
Audi A8,Audi,2009,"5,85,000","76,151 kms",Petrol
Volvo S60 D4,Volvo,2008,"6,98,000","33,495 kms",Petrol
Renault Lodgy 110PS RxZ 8 Str,Renault,2014,"46,000","1,52,182 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2018,"1,20,000","71,282 kms",Diesel
Mercedes C-Class C220d,Mercedes,2006,"4,79,000","1,51,521 kms",Diesel
Chevrolet Tavera Neo 3,Chevrolet,2006,"25,000","1,24,405 kms",Petrol
Hyundai Elite i20 Magna 1.2,Hyundai,2010,"47,000","78,443 kms",Diesel
Nissan Terrano XL,Nissan,2019,"70,000","1,61,182 kms",Petrol
Maruti Suzuki Ciaz VDi,Maruti,2011,"38,000","1,22,618 kms",Petrol
Honda WR-V i-VTEC VX,Honda,2011,"44,000","1,06,394 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2007,"44,000","70,247 kms",Diesel
Renault Duster 110 PS RxL,Renault,2006,"25,000","1,39,016 kms",Diesel
Hyundai Tucson 2WD AT GLS,Hyundai,2007,"27,000","1,20,301 kms",Diesel
Hyundai Tucson 2WD AT GLS,Hyundai,2018,"1,06,000","24,229 kms",Petrol
Mahindra Thar CRDe 4x4,Mahindra,2022,"2,12,000","25,356 kms",Diesel
Mahindra XUV500 W8,Mahindra,2014,"52,000","1,33,695 kms",Diesel
Ford Fiesta Classic CLXi,Ford,2014,"47,000","1,75,530 kms",Diesel
Maruti Suzuki Alto 800 Vxi,Maruti,2019,"71,000","1,18,595 kms",CNG
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2008,"45,000","46,212 kms",Petrol
Mercedes C-Class C220d,Mercedes,2011,"6,58,000","1,21,811 kms",Diesel
Volkswagen Ameo Highline 1.5,Volkswagen,2015,"69,000","71,446 kms",Petrol
Tata Nano Lx,Tata,2008,"35,000","60,904 kms",Diesel
Land Rover Discovery Sport,Land,2017,"19,27,000","61,997 kms",Petrol
Fiat Punto Active,Fiat,2004,"25,000","1,62,883 kms",Diesel
Chevrolet Tavera Neo 3,Chevrolet,2019,"81,000","39,033 kms",Petrol
Honda Brio S MT,Honda,2023,"2,01,000","21,053 kms",Petrol
Jeep Compass Longitude,Jeep,2021,"1,92,000","44,245 kms",Petrol
Volkswagen Polo Highline 1.2L,Volkswagen,2006,"28,000","86,567 kms",Diesel
Hyundai Venue SX,Hyundai,2017,"69,000","1,62,571 kms",Petrol
Land Rover Discovery Sport,Land,2011,"8,22,000","1,23,018 kms",Diesel
Mahindra Scorpio SLE BS IV,Mahindra,2009,"64,000","28,981 kms",Diesel
BMW X1 sDrive20d,BMW,2017,"16,59,000","55,383 kms",Petrol
Toyota Fortuner 3.0 4x4 AT,Toyota,2011,"65,000","83,276 kms",Diesel
Volkswagen Jetta Comfortline TDI,Volkswagen,2018,"1,05,000","75,260 kms",Diesel
Maruti Suzuki Ciaz VDi,Maruti,2002,"25,000","50,530 kms",Diesel
Land Rover Discovery Sport,Land,2006,"5,39,000","99,193 kms",Petrol
Mercedes E-Class E220d,Mercedes,2003,"4,97,000","49,203 kms",Diesel
Datsun redi-GO T,Datsun,2007,"25,000","29,052 kms",Petrol
Audi A6 2.0 TDI,Audi,2018,"11,77,000","1,43,584 kms",Petrol
BMW X1 sDrive20d,BMW,2022,"20,75,000","80,726 kms",Diesel
Chevrolet Beat LT,Chevrolet,2023,"83,000","1,65,435 kms",Petrol
Mini Cooper D,Mini,2009,"4,17,000","1,73,662 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2002,"31,000","45,231 kms",Petrol
Jeep Compass Limited,Jeep,2002,"37,000","11,674 kms",Petrol
Toyota Etios VXD,Toyota,2003,"25,000","94,195 kms",Petrol
Fiat Punto Active,Fiat,2020,"88,000","94,304 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2011,"42,000","1,11,424 kms",Diesel
Maruti Suzuki Swift Vdi,Maruti,2011,"32,000","1,23,350 kms",Petrol
Nissan Terrano XL,Nissan,2021,"1,48,000","26,215 kms",Petrol
Hyundai i10 Sportz,Hyundai,2015,"67,000","85,085 kms",Petrol
Mini Cooper D,Mini,2016,"7,74,000","1,12,719 kms",Petrol
Tata Indica V2 DLS,Tata,2015,"85,000","5,315 kms",Petrol
Honda Brio S MT,Honda,2011,"46,000","89,299 kms",Petrol
Tata Nano Lx,Tata,2016,"79,000","16,038 kms",Diesel
Mahindra KUV100 K8,Mahindra,2021,"1,53,000","67,513 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2019,"92,000","1,09,068 kms",Diesel
Jaguar XF Portfolio,Jaguar,2015,"10,03,000","1,61,063 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2002,"34,000","1,423 kms",Petrol
Audi Q3 35 TDI,Audi,2008,"4,81,000","1,17,369 kms",Diesel
Mercedes C-Class C220d,Mercedes,2018,"21,21,000","46,838 kms",Petrol
Jaguar XE Prestige,Jaguar,2009,"6,74,000","1,26,160 kms",Diesel
Mini Cooper S,Mini,2008,"5,43,000","61,785 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2017,"72,000","1,29,549 kms",Diesel
BMW 5 Series 520d,BMW,2004,"5,10,000","11,188 kms",Petrol
Volvo S60 D4,Volvo,2005,"3,18,000","1,38,950 kms",Diesel
Mercedes GLA 200d,Mercedes,2009,"5,70,000","1,63,454 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2023,"1,19,000","1,51,592 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2009,"71,000","22,695 kms",Diesel
Nissan Terrano XL,Nissan,2018,"1,08,000","12,641 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2012,"43,000","25,924 kms",Petrol
Renault Kwid RXT,Renault,2008,"25,000","1,28,866 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2014,"50,000","1,40,607 kms",Diesel
Mini Cooper S,Mini,2009,"4,78,000","1,32,889 kms",Diesel
Skoda Fabia Classic 1.2 MPI,Skoda,2019,"1,08,000","81,024 kms",Petrol
Datsun GO Plus T,Datsun,2010,"25,000","84,819 kms",Diesel
Audi A6 2.0 TDI,Audi,2009,"4,53,000","1,27,804 kms",Petrol
Tata Nexon XZ Plus,Tata,2003,"25,000","90,801 kms",Diesel
Mercedes C-Class C220d,Mercedes,2007,"4,12,000","1,24,089 kms",Petrol
Honda WR-V i-VTEC VX,Honda,2007,"29,000","1,69,781 kms",Diesel
Volvo S60 D4,Volvo,2015,"14,34,000","5,876 kms",Diesel
Datsun GO T,Datsun,2021,"72,000","94,319 kms",Diesel
Mahindra Scorpio S10,Mahindra,2019,"1,03,000","1,51,410 kms",Diesel
Mercedes E-Class E220d,Mercedes,2018,"12,66,000","1,13,024 kms",Diesel
Renault Duster 110 PS RxL,Renault,2020,"74,000","1,29,349 kms",Diesel
Datsun GO T,Datsun,2005,"25,000","68,742 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2018,"82,000","1,79,942 kms",Diesel
Mini Cooper D,Mini,2019,"10,45,000","1,13,340 kms",Petrol
Volkswagen Jetta Comfortline TDI,Volkswagen,2010,"34,000","1,75,082 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2012,"51,000","90,048 kms",Petrol
Nissan Terrano XL,Nissan,2003,"25,000","1,74,128 kms",Diesel
Renault Triber RXZ,Renault,2011,"34,000","1,61,870 kms",Petrol
Jeep Compass Limited,Jeep,2009,"65,000","76,190 kms",Petrol
Toyota Fortuner 3.0 4x4 AT,Toyota,2007,"33,000","1,18,789 kms",Diesel
Hyundai Venue SX,Hyundai,2020,"77,000","1,79,822 kms",Petrol
Mahindra Scorpio SLE BS IV,Mahindra,2014,"53,000","1,73,678 kms",Diesel
Audi A4 35 TDI,Audi,2005,"5,93,000","1,873 kms",Petrol
Mercedes C-Class C220d,Mercedes,2015,"16,52,000","17,414 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2017,"71,000","1,64,366 kms",Petrol
Maruti Suzuki Alto 800 Vxi,Maruti,2003,"31,000","7,510 kms",Petrol
Renault Duster 110 PS RxL,Renault,2023,"1,05,000","1,67,396 kms",Petrol
Fiat Punto Active,Fiat,2010,"42,000","2,204 kms",Petrol
Renault Kwid RXT,Renault,2005,"25,000","93,220 kms",Petrol
Mercedes C-Class C220d,Mercedes,2010,"7,97,000","75,751 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2014,"92,000","19,891 kms",Diesel
Ford EcoSport Ambiente 1.5L TDCi,Ford,2022,"95,000","1,43,056 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2011,"29,000","1,27,865 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2011,"49,000","1,35,194 kms",Diesel
Volvo S60 D4,Volvo,2023,"19,60,000","1,59,738 kms",Petrol
Renault Kwid RXT,Renault,2014,"47,000","91,206 kms",Diesel
Mini Cooper D,Mini,2019,"18,16,000","18,576 kms",Petrol
Volvo S60 D4,Volvo,2014,"8,13,000","1,50,587 kms",Petrol
Audi A4 35 TDI,Audi,2023,"20,80,000","1,31,791 kms",Diesel
Audi Q3 35 TDI,Audi,2019,"14,86,000","1,11,306 kms",Diesel
Jaguar XF Portfolio,Jaguar,2021,"19,27,000","1,21,729 kms",Diesel
Jaguar XE Prestige,Jaguar,2003,"3,19,000","1,21,307 kms",Diesel
Jeep Compass Longitude,Jeep,2008,"45,000","1,71,976 kms",Petrol
Renault Kwid RXT,Renault,2010,"32,000","1,22,685 kms",Diesel
Toyota Fortuner 3.0 4x4 AT,Toyota,2017,"92,000","1,47,527 kms",Diesel
Audi A6 2.0 TDI,Audi,2022,"17,04,000","1,42,869 kms",Diesel
Nissan Micra XV,Nissan,2004,"25,000","1,20,662 kms",Petrol
Maruti Suzuki Eeco 5 Seater,Maruti,2012,"39,000","1,34,830 kms",CNG
Mini Cooper S,Mini,2007,"3,66,000","1,77,358 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2014,"31,000","1,62,235 kms",Petrol
Tata Nexon XZ Plus,Tata,2023,"1,77,000","8,457 kms",Diesel
Mahindra Jeep CL550 MDI,Mahindra,2015,"1,07,000","33,496 kms",Diesel
Nissan Terrano XL,Nissan,2011,"45,000","59,042 kms",Diesel
Mercedes E-Class E220d,Mercedes,2016,"20,57,000",900 kms,Diesel
Ford EcoSport Titanium 1.5L TDCi,Ford,2016,"95,000","41,611 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2009,"48,000","67,234 kms",Petrol
Hyundai Tucson 2WD AT GLS,Hyundai,2010,"62,000","27,459 kms",Diesel
Land Rover Discovery Sport,Land,2016,"16,57,000","46,892 kms",Diesel
Toyota Glanza G,Toyota,2023,"1,30,000","1,29,201 kms",Petrol
Honda City 1.5 S MT,Honda,2013,"53,000","1,04,468 kms",Diesel
Volvo S60 D4,Volvo,2018,Ask For Price,"1,22,021 kms",Petrol
Chevrolet Spark LT,Chevrolet,2003,"25,000","1,24,966 kms",Petrol
Fiat Punto Active,Fiat,2006,"25,000","45,313 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2003,"25,000","82,198 kms",Petrol
Ford Freestyle Titanium,Ford,2022,"1,66,000","23,661 kms",Diesel
Mercedes GLA 200d,Mercedes,2010,"10,30,000","23,166 kms",Diesel
Nissan Sunny XL,Nissan,2012,"65,000","22,615 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2020,"1,15,000","19,759 kms",Diesel
Volvo S60 D4,Volvo,2013,Ask For Price,"1,72,035 kms",Diesel
Tata Nexon XZ Plus,Tata,2008,"35,000","61,099 kms",Diesel
Chevrolet Beat LT,Chevrolet,2003,"25,000","1,17,135 kms",Diesel
Chevrolet Beat LT,Chevrolet,2004,"25,000","1,48,646 kms",Petrol
Volkswagen Jetta Comfortline TDI,Volkswagen,2002,"25,000","1,03,078 kms",Diesel
Mini Cooper D,Mini,2017,"9,92,000","1,33,078 kms",Petrol
Mahindra Bolero SLE,Mahindra,2012,"83,000","39,343 kms",Diesel
BMW 5 Series 520d,BMW,2020,"24,75,000","17,094 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2023,"2,01,000","69,695 kms",Petrol
Mahindra Bolero SLE,Mahindra,2003,"25,000","99,352 kms",Diesel
Volkswagen Jetta Comfortline TDI,Volkswagen,2013,"73,000","25,875 kms",Petrol
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2011,"40,000","1,62,165 kms",Petrol
Volkswagen Vento Highline Diesel,Volkswagen,2018,"1,13,000","69,641 kms",Diesel
Fiat Punto Active,Fiat,2020,"97,000","41,579 kms",Petrol
Ford Figo Aspire Titanium,Ford,2008,"39,000","62,787 kms",Petrol
Datsun GO T,Datsun,2012,"25,000","1,52,807 kms",Petrol
Nissan Sunny XL,Nissan,2005,"31,000","29,230 kms",Petrol
Ford Figo,Ford,2018,"1,08,000","55,651 kms",Petrol
Renault Duster 110 PS RxL,Renault,2018,"83,000","55,634 kms",Petrol
Mercedes GLA 200d,Mercedes,2004,"3,54,000","1,29,483 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2002,"25,000","1,28,931 kms",Petrol
Honda Amaze S i-Dtech,Honda,2009,"38,000","85,629 kms",Petrol
Tata Indica V2 DLS,Tata,2013,"51,000","64,911 kms",Diesel
Fiat Linea Active,Fiat,2006,"25,000","81,652 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2020,"1,19,000","66,602 kms",Petrol
Mercedes C-Class C220d,Mercedes,2015,"9,82,000","1,44,439 kms",Petrol
Toyota Innova 2.5 G,Toyota,2019,"94,000","1,70,631 kms",Petrol
Toyota Innova 2.5 G,Toyota,2014,"85,000","51,110 kms",Diesel
Tata Bolt XT,Tata,2015,"48,000","1,68,545 kms",Diesel
Jaguar XF Portfolio,Jaguar,2009,"8,68,000","37,196 kms",Petrol
Honda Jazz V,Honda,2007,"27,000","1,13,555 kms",Petrol
Tata Nexon XZ Plus,Tata,2018,"94,000","20,703 kms",Petrol
Chevrolet Spark LT,Chevrolet,2018,"53,000","1,27,276 kms",Diesel
Volkswagen Ameo Highline 1.5,Volkswagen,2016,"81,000","74,295 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2004,"39,000","1,016 kms",Diesel
Hyundai i10 Sportz,Hyundai,2012,"57,000","47,942 kms",Diesel
Mini Cooper S,Mini,2010,"6,48,000","78,456 kms",Diesel
Volkswagen Ameo Highline 1.5,Volkswagen,2005,Ask For Price,"1,51,293 kms",Diesel
Fiat Linea Active,Fiat,2017,"63,000","83,497 kms",Diesel
Ford Fiesta Classic CLXi,Ford,2012,"37,000","1,75,423 kms",Diesel
Toyota Corolla Altis G,Toyota,2002,"37,000","27,240 kms",Diesel
Skoda Fabia Classic 1.2 MPI,Skoda,2023,"1,47,000","1,17,696 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2017,"1,13,000","43,357 kms",Diesel
Honda WR-V i-VTEC VX,Honda,2005,"29,000","91,455 kms",Petrol
Jaguar XE Prestige,Jaguar,2002,"3,97,000","84,699 kms",Diesel
Fiat Punto Active,Fiat,2018,"85,000","46,131 kms",Petrol
Maruti Suzuki Ciaz VDi,Maruti,2018,"61,000","1,34,951 kms",Petrol
Honda Jazz V,Honda,2007,"25,000","1,64,232 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2006,"44,000","51,357 kms",Diesel
Mahindra XUV500 W8,Mahindra,2003,"35,000","41,208 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2007,"33,000","82,714 kms",Petrol
Toyota Etios VXD,Toyota,2017,"88,000","1,56,779 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2012,"56,000","1,60,625 kms",Diesel
Hyundai Eon Era Plus,Hyundai,2007,Ask For Price,"44,857 kms",Diesel
Mini Cooper D,Mini,2017,"8,13,000","1,68,353 kms",Petrol
Fiat Punto Active,Fiat,2017,"75,000","27,835 kms",Diesel
Chevrolet Spark LT,Chevrolet,2011,"29,000","1,00,036 kms",Petrol
Fiat Linea Active,Fiat,2020,"1,01,000","42,475 kms",Petrol
Nissan Micra XV,Nissan,2007,"40,000","36,876 kms",Diesel
Maruti Suzuki Ciaz VDi,Maruti,2020,"87,000","1,63,465 kms",CNG
Volkswagen Polo Highline 1.2L,Volkswagen,2005,"25,000","1,15,977 kms",Petrol
Hyundai Eon Era Plus,Hyundai,2014,"60,000","77,615 kms",Diesel
Nissan Terrano XL,Nissan,2023,"1,06,000","1,73,909 kms",Petrol
Volvo XC60 D5,Volvo,2018,"13,65,000","73,312 kms",Petrol
Honda Civic 1.8 V MT,Honda,2023,"1,35,000","1,15,859 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2007,"30,000","1,48,731 kms",Diesel
Volvo XC60 D5,Volvo,2017,"17,59,000","21,522 kms",Diesel
Mercedes C-Class C220d,Mercedes,2003,"3,22,000","1,22,712 kms",Petrol
Mini Cooper S,Mini,2009,"4,52,000","96,176 kms",Petrol
Nissan Terrano XL,Nissan,2006,"31,000","30,090 kms",Diesel
Chevrolet Beat LT,Chevrolet,2013,"39,000","84,126 kms",Diesel
Ford Fiesta Classic CLXi,Ford,2022,"1,34,000","71,426 kms",Petrol
Ford EcoSport Titanium 1.5L TDCi,Ford,2012,"54,000","79,765 kms",Petrol
Ford Freestyle Titanium,Ford,2018,"76,000","1,31,230 kms",Diesel
Ford Endeavour 4x4 AT,Ford,2006,"27,000","1,01,395 kms",Diesel
Mercedes C-Class C220d,Mercedes,2009,"6,08,000","1,03,362 kms",Diesel
Volkswagen Vento Highline Diesel,Volkswagen,2004,Ask For Price,"57,248 kms",Diesel
Maruti Suzuki Omni E STD,Maruti,2004,"25,000","1,48,688 kms",Petrol
Maruti Suzuki Ertiga VDI,Maruti,2009,"26,000","1,45,650 kms",Petrol
Renault Kwid RXT,Renault,2014,"58,000","91,151 kms",Diesel
Chevrolet Beat LT,Chevrolet,2023,"84,000","1,34,800 kms",Petrol
Mini Cooper D,Mini,2012,"10,46,000","17,154 kms",Diesel
Renault Lodgy 110PS RxZ 8 Str,Renault,2020,"83,000","1,46,389 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2021,"1,22,000","67,357 kms",Petrol
Volvo XC60 D5,Volvo,2003,"2,80,000","1,37,597 kms",Petrol
Maruti Suzuki Ertiga VDI,Maruti,2020,"97,000","85,525 kms",CNG
Fiat Punto Active,Fiat,2008,"30,000","50,082 kms",Petrol
Toyota Fortuner 3.0 4x4 AT,Toyota,2014,"83,000","75,613 kms",Petrol
Renault Duster 110 PS RxL,Renault,2016,"57,000","91,060 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2022,"1,16,000","1,12,988 kms",Diesel
Datsun redi-GO T,Datsun,2005,"25,000","15,143 kms",Petrol
Ford EcoSport Titanium 1.5L TDCi,Ford,2012,Ask For Price,"1,58,778 kms",Petrol
Datsun redi-GO T,Datsun,2008,"25,000","1,30,854 kms",Diesel
Nissan Terrano XL,Nissan,2019,"89,000","51,401 kms",Petrol
BMW 5 Series 520d,BMW,2012,"8,79,000","67,231 kms",Petrol
Jeep Compass Longitude,Jeep,2006,"32,000","1,07,663 kms",Petrol
Mini Cooper D,Mini,2022,"13,61,000","1,76,162 kms",Petrol
Audi A4 35 TDI,Audi,2022,"24,08,000","57,231 kms",Petrol
Ford Figo Aspire Titanium,Ford,2015,"93,000","33,806 kms",Petrol
Chevrolet Beat LT,Chevrolet,2004,"25,000","1,69,660 kms",Petrol
BMW 3 Series 320d,BMW,2013,"12,47,000","25,100 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2006,"35,000","69,111 kms",Diesel
Maruti Suzuki Alto 800 Vxi,Maruti,2010,"33,000","1,72,709 kms",Petrol
Audi A8,Audi,2012,"6,20,000","1,30,373 kms",Petrol
Nissan Terrano XL,Nissan,2011,"31,000","1,15,559 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2004,"25,000","1,72,919 kms",Diesel
Maruti Suzuki Celerio VXI,Maruti,2011,"34,000","1,69,149 kms",Diesel
Toyota Yaris VX,Toyota,2013,"85,000","38,025 kms",Petrol
Volvo XC60 D5,Volvo,2008,"4,33,000","1,52,685 kms",Petrol
Datsun redi-GO T,Datsun,2013,"49,000","39,878 kms",Diesel
Renault Duster 110 PS RxL,Renault,2012,"33,000","1,26,143 kms",Diesel
Nissan Terrano XL,Nissan,2004,"26,000","26,961 kms",Petrol
Mercedes E-Class E220d,Mercedes,2019,"19,11,000","61,385 kms",Diesel
Volvo XC60 D5,Volvo,2018,"19,71,000","12,895 kms",Petrol
Audi A4 35 TDI,Audi,2015,"8,48,000","1,08,923 kms",Petrol
Mini Cooper S,Mini,2013,"8,60,000","47,341 kms",Diesel
Mini Cooper D,Mini,2007,"3,70,000","1,09,324 kms",Diesel
Tata Nano Lx,Tata,2015,"69,000","25,944 kms",Petrol
Honda WR-V i-VTEC VX,Honda,2002,"27,000","21,656 kms",Petrol
Honda Brio S MT,Honda,2022,"1,79,000","15,161 kms",Petrol
Jaguar XE Prestige,Jaguar,2003,"4,60,000","72,297 kms",Diesel
Audi A4 35 TDI,Audi,2019,"13,45,000","97,669 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2011,"25,000","1,33,030 kms",Petrol
Fiat Linea Active,Fiat,2012,"48,000","50,779 kms",Petrol
Renault Kwid RXT,Renault,2014,"49,000","75,515 kms",Petrol
Land Rover Discovery Sport,Land,2010,"8,60,000","95,479 kms",Diesel
Tata Tigor XZ,Tata,2021,"1,02,000","54,950 kms",Petrol
Ford Figo Aspire Titanium,Ford,2019,"77,000","1,34,710 kms",Petrol
Honda City 1.5 S MT,Honda,2012,"52,000","88,237 kms",Diesel
Jaguar XE Prestige,Jaguar,2006,"4,67,000","96,484 kms",Petrol
